6202 6211 6220 6229
# tracer: nop
#
# entries-in-buffer/entries-written: 23674/23674   #P:8
#
#                              _-----=> irqs-off
#                             / _----=> need-resched
#                            | / _---=> hardirq/softirq
#                            || / _--=> preempt-depth
#                            ||| /     delay
#           TASK-PID   CPU#  ||||    TIMESTAMP  FUNCTION
#              | |       |   ||||       |         |
     usb-storage-350   [000] d... 79638.428610: sched_switch: prev_comm=usb-storage prev_pid=350 prev_prio=120 prev_state=S ==> next_comm=swapper/0 next_pid=0 next_prio=120
          <idle>-0     [000] dNh. 79638.454337: sched_wakeup: comm=chrome pid=15027 prio=120 success=1 target_cpu=000
          <idle>-0     [000] d... 79638.454341: sched_switch: prev_comm=swapper/0 prev_pid=0 prev_prio=120 prev_state=R ==> next_comm=chrome next_pid=15027 next_prio=120
          chrome-15027 [000] d... 79638.454405: sched_switch: prev_comm=chrome prev_pid=15027 prev_prio=120 prev_state=S ==> next_comm=swapper/0 next_pid=0 next_prio=120
          <idle>-0     [000] d... 79638.594742: sched_switch: prev_comm=swapper/0 prev_pid=0 prev_prio=120 prev_state=R ==> next_comm=rcu_sched next_pid=7 next_prio=120
       rcu_sched-7     [000] d... 79638.594747: sched_wakeup: comm=rcuos/2 pid=10 prio=120 success=1 target_cpu=003
       rcu_sched-7     [000] d... 79638.594749: sched_switch: prev_comm=rcu_sched prev_pid=7 prev_prio=120 prev_state=S ==> next_comm=swapper/0 next_pid=0 next_prio=120
          <idle>-0     [000] d... 79638.884364: sched_switch: prev_comm=swapper/0 prev_pid=0 prev_prio=120 prev_state=R ==> next_comm=chrome next_pid=15027 next_prio=120
          chrome-15027 [000] d... 79638.884542: sched_wakeup: comm=Chrome_IOThread pid=15064 prio=120 success=1 target_cpu=002
          chrome-15027 [000] d... 79638.884589: sched_switch: prev_comm=chrome prev_pid=15027 prev_prio=120 prev_state=S ==> next_comm=swapper/0 next_pid=0 next_prio=120
          <idle>-0     [000] dNh. 79638.955705: sched_wakeup: comm=chrome pid=15027 prio=120 success=1 target_cpu=000
          <idle>-0     [000] d... 79638.955709: sched_switch: prev_comm=swapper/0 prev_pid=0 prev_prio=120 prev_state=R ==> next_comm=chrome next_pid=15027 next_prio=120
          chrome-15027 [000] d... 79638.955753: sched_switch: prev_comm=chrome prev_pid=15027 prev_prio=120 prev_state=S ==> next_comm=swapper/0 next_pid=0 next_prio=120
          <idle>-0     [000] d... 79639.103689: sched_switch: prev_comm=swapper/0 prev_pid=0 prev_prio=120 prev_state=R ==> next_comm=rcu_sched next_pid=7 next_prio=120
       rcu_sched-7     [000] d... 79639.103693: sched_switch: prev_comm=rcu_sched prev_pid=7 prev_prio=120 prev_state=S ==> next_comm=swapper/0 next_pid=0 next_prio=120
          <idle>-0     [000] d... 79639.106013: sched_switch: prev_comm=swapper/0 prev_pid=0 prev_prio=120 prev_state=R ==> next_comm=sh next_pid=7125 next_prio=120
           <...>-7125  [000] dNs. 79639.106046: sched_wakeup: comm=kworker/0:2 pid=6725 prio=120 success=1 target_cpu=000
           <...>-7125  [000] dNs. 79639.106053: sched_wakeup: comm=rcu_sched pid=7 prio=120 success=1 target_cpu=001
           <...>-7125  [000] d... 79639.106057: sched_switch: prev_comm=sh prev_pid=7125 prev_prio=120 prev_state=R ==> next_comm=kworker/0:2 next_pid=6725 next_prio=120
     kworker/0:2-6725  [000] d... 79639.106063: sched_switch: prev_comm=kworker/0:2 prev_pid=6725 prev_prio=120 prev_state=S ==> next_comm=sh next_pid=7125 next_prio=120
           <...>-7125  [000] d... 79639.106498: sched_switch: prev_comm=uname prev_pid=7125 prev_prio=120 prev_state=D ==> next_comm=swapper/0 next_pid=0 next_prio=120
          <idle>-0     [000] d... 79639.106507: sched_switch: prev_comm=swapper/0 prev_pid=0 prev_prio=120 prev_state=R ==> next_comm=uname next_pid=7125 next_prio=120
           <...>-7125  [000] d... 79639.106514: sched_wakeup: comm=cut pid=7126 prio=120 success=1 target_cpu=001
           <...>-7125  [000] .... 79639.106866: sched_process_exit: comm=uname pid=7125 prio=120
           <...>-7125  [000] d... 79639.106885: sched_wakeup: comm=sh pid=7122 prio=120 success=1 target_cpu=002
           <...>-7125  [000] d... 79639.106887: sched_switch: prev_comm=uname prev_pid=7125 prev_prio=120 prev_state=x ==> next_comm=swapper/0 next_pid=0 next_prio=120
          <idle>-0     [000] d... 79639.109738: sched_switch: prev_comm=swapper/0 prev_pid=0 prev_prio=120 prev_state=R ==> next_comm=sh next_pid=7124 next_prio=120
           <...>-7124  [000] d... 79639.109761: sched_switch: prev_comm=sh prev_pid=7124 prev_prio=120 prev_state=S ==> next_comm=swapper/0 next_pid=0 next_prio=120
          <idle>-0     [000] d... 79639.109809: sched_switch: prev_comm=swapper/0 prev_pid=0 prev_prio=120 prev_state=R ==> next_comm=sh next_pid=7124 next_prio=120
           <...>-7124  [000] .... 79639.110078: sched_process_exit: comm=sh pid=7124 prio=120
           <...>-7124  [000] d... 79639.110089: sched_wakeup: comm=tmux pid=2397 prio=120 success=1 target_cpu=003
           <...>-7124  [000] d... 79639.110104: sched_switch: prev_comm=sh prev_pid=7124 prev_prio=120 prev_state=x ==> next_comm=swapper/0 next_pid=0 next_prio=120
          <idle>-0     [000] d... 79639.112068: sched_switch: prev_comm=swapper/0 prev_pid=0 prev_prio=120 prev_state=R ==> next_comm=rcuos/1 next_pid=9 next_prio=120
         rcuos/1-9     [000] d... 79639.112072: sched_switch: prev_comm=rcuos/1 prev_pid=9 prev_prio=120 prev_state=S ==> next_comm=swapper/0 next_pid=0 next_prio=120
          <idle>-0     [000] d... 79639.124072: sched_switch: prev_comm=swapper/0 prev_pid=0 prev_prio=120 prev_state=R ==> next_comm=rcuos/4 next_pid=12 next_prio=120
         rcuos/4-12    [000] d... 79639.124076: sched_wakeup: comm=rcuos/5 pid=13 prio=120 success=1 target_cpu=001
         rcuos/4-12    [000] d... 79639.124092: sched_switch: prev_comm=rcuos/4 prev_pid=12 prev_prio=120 prev_state=S ==> next_comm=swapper/0 next_pid=0 next_prio=120
          <idle>-0     [000] d... 79639.127062: sched_switch: prev_comm=swapper/0 prev_pid=0 prev_prio=120 prev_state=R ==> next_comm=rcu_sched next_pid=7 next_prio=120
       rcu_sched-7     [000] d... 79639.127066: sched_switch: prev_comm=rcu_sched prev_pid=7 prev_prio=120 prev_state=S ==> next_comm=swapper/0 next_pid=0 next_prio=120
          <idle>-0     [000] dNs. 79639.130057: sched_wakeup: comm=kworker/0:2 pid=6725 prio=120 success=1 target_cpu=000
          <idle>-0     [000] dNs. 79639.130060: sched_wakeup: comm=rcu_sched pid=7 prio=120 success=1 target_cpu=001
          <idle>-0     [000] d... 79639.130066: sched_switch: prev_comm=swapper/0 prev_pid=0 prev_prio=120 prev_state=R ==> next_comm=kworker/0:2 next_pid=6725 next_prio=120
     kworker/0:2-6725  [000] d... 79639.130071: sched_switch: prev_comm=kworker/0:2 prev_pid=6725 prev_prio=120 prev_state=S ==> next_comm=swapper/0 next_pid=0 next_prio=120
          <idle>-0     [000] d... 79639.136073: sched_switch: prev_comm=swapper/0 prev_pid=0 prev_prio=120 prev_state=R ==> next_comm=rcuos/4 next_pid=12 next_prio=120
         rcuos/4-12    [000] d... 79639.136076: sched_wakeup: comm=rcuos/5 pid=13 prio=120 success=1 target_cpu=001
         rcuos/4-12    [000] d... 79639.136079: sched_switch: prev_comm=rcuos/4 prev_pid=12 prev_prio=120 prev_state=S ==> next_comm=swapper/0 next_pid=0 next_prio=120
          <idle>-0     [000] d... 79639.142077: sched_switch: prev_comm=swapper/0 prev_pid=0 prev_prio=120 prev_state=R ==> next_comm=rcuos/2 next_pid=10 next_prio=120
         rcuos/2-10    [000] d... 79639.142081: sched_switch: prev_comm=rcuos/2 prev_pid=10 prev_prio=120 prev_state=S ==> next_comm=swapper/0 next_pid=0 next_prio=120
          <idle>-0     [000] d... 79639.145070: sched_switch: prev_comm=swapper/0 prev_pid=0 prev_prio=120 prev_state=R ==> next_comm=rcu_sched next_pid=7 next_prio=120
       rcu_sched-7     [000] d... 79639.145074: sched_switch: prev_comm=rcu_sched prev_pid=7 prev_prio=120 prev_state=S ==> next_comm=swapper/0 next_pid=0 next_prio=120
          <idle>-0     [000] dNs. 79639.148067: sched_wakeup: comm=kworker/0:2 pid=6725 prio=120 success=1 target_cpu=000
          <idle>-0     [000] dNs. 79639.148069: sched_wakeup: comm=rcu_sched pid=7 prio=120 success=1 target_cpu=001
          <idle>-0     [000] d... 79639.148074: sched_switch: prev_comm=swapper/0 prev_pid=0 prev_prio=120 prev_state=R ==> next_comm=kworker/0:2 next_pid=6725 next_prio=120
     kworker/0:2-6725  [000] d... 79639.148078: sched_switch: prev_comm=kworker/0:2 prev_pid=6725 prev_prio=120 prev_state=S ==> next_comm=swapper/0 next_pid=0 next_prio=120
          <idle>-0     [000] dNh. 79639.456557: sched_wakeup: comm=chrome pid=15027 prio=120 success=1 target_cpu=000
          <idle>-0     [000] d... 79639.456562: sched_switch: prev_comm=swapper/0 prev_pid=0 prev_prio=120 prev_state=R ==> next_comm=chrome next_pid=15027 next_prio=120
          chrome-15027 [000] d... 79639.456626: sched_switch: prev_comm=chrome prev_pid=15027 prev_prio=120 prev_state=S ==> next_comm=swapper/0 next_pid=0 next_prio=120
          <idle>-0     [000] dNs. 79639.779451: sched_wakeup: comm=kworker/0:2 pid=6725 prio=120 success=1 target_cpu=000
          <idle>-0     [000] d... 79639.779465: sched_switch: prev_comm=swapper/0 prev_pid=0 prev_prio=120 prev_state=R ==> next_comm=kworker/0:2 next_pid=6725 next_prio=120
     kworker/0:2-6725  [000] d... 79639.779473: sched_switch: prev_comm=kworker/0:2 prev_pid=6725 prev_prio=120 prev_state=S ==> next_comm=swapper/0 next_pid=0 next_prio=120
          <idle>-0     [000] dNh. 79639.859272: sched_wakeup: comm=chrome pid=15027 prio=120 success=1 target_cpu=000
          <idle>-0     [000] d... 79639.859276: sched_switch: prev_comm=swapper/0 prev_pid=0 prev_prio=120 prev_state=R ==> next_comm=chrome next_pid=15027 next_prio=120
          chrome-15027 [000] d... 79639.859408: sched_wakeup: comm=rcuos/0 pid=8 prio=120 success=1 target_cpu=004
          chrome-15027 [000] d.s. 79639.859499: sched_wakeup: comm=kworker/0:2 pid=6725 prio=120 success=1 target_cpu=000
          chrome-15027 [000] d... 79639.860521: sched_switch: prev_comm=chrome prev_pid=15027 prev_prio=120 prev_state=S ==> next_comm=kworker/0:2 next_pid=6725 next_prio=120
     kworker/0:2-6725  [000] d... 79639.860531: sched_switch: prev_comm=kworker/0:2 prev_pid=6725 prev_prio=120 prev_state=S ==> next_comm=swapper/0 next_pid=0 next_prio=120
          <idle>-0     [000] d... 79639.870520: sched_switch: prev_comm=swapper/0 prev_pid=0 prev_prio=120 prev_state=R ==> next_comm=rcuos/0 next_pid=8 next_prio=120
         rcuos/0-8     [000] d... 79639.870527: sched_switch: prev_comm=rcuos/0 prev_pid=8 prev_prio=120 prev_state=S ==> next_comm=swapper/0 next_pid=0 next_prio=120
          <idle>-0     [000] d... 79639.885461: sched_switch: prev_comm=swapper/0 prev_pid=0 prev_prio=120 prev_state=R ==> next_comm=chrome next_pid=15027 next_prio=120
          chrome-15027 [000] d.s. 79639.885515: sched_wakeup: comm=kworker/0:2 pid=6725 prio=120 success=1 target_cpu=000
          chrome-15027 [000] d... 79639.885644: sched_wakeup: comm=Chrome_IOThread pid=15064 prio=120 success=1 target_cpu=002
          chrome-15027 [000] d... 79639.885686: sched_switch: prev_comm=chrome prev_pid=15027 prev_prio=120 prev_state=S ==> next_comm=kworker/0:2 next_pid=6725 next_prio=120
     kworker/0:2-6725  [000] d... 79639.885696: sched_switch: prev_comm=kworker/0:2 prev_pid=6725 prev_prio=120 prev_state=S ==> next_comm=swapper/0 next_pid=0 next_prio=120
          <idle>-0     [000] dNh. 79639.957803: sched_wakeup: comm=chrome pid=15027 prio=120 success=1 target_cpu=000
          <idle>-0     [000] d... 79639.957807: sched_switch: prev_comm=swapper/0 prev_pid=0 prev_prio=120 prev_state=R ==> next_comm=chrome next_pid=15027 next_prio=120
          chrome-15027 [000] d... 79639.957850: sched_switch: prev_comm=chrome prev_pid=15027 prev_prio=120 prev_state=S ==> next_comm=swapper/0 next_pid=0 next_prio=120
          <idle>-0     [000] dNh. 79639.975914: sched_wakeup: comm=chrome pid=15027 prio=120 success=1 target_cpu=000
          <idle>-0     [000] d... 79639.975917: sched_switch: prev_comm=swapper/0 prev_pid=0 prev_prio=120 prev_state=R ==> next_comm=chrome next_pid=15027 next_prio=120
          chrome-15027 [000] d... 79639.975955: sched_switch: prev_comm=chrome prev_pid=15027 prev_prio=120 prev_state=S ==> next_comm=swapper/0 next_pid=0 next_prio=120
          <idle>-0     [000] d... 79640.105908: sched_switch: prev_comm=swapper/0 prev_pid=0 prev_prio=120 prev_state=R ==> next_comm=rcuos/2 next_pid=10 next_prio=120
         rcuos/2-10    [000] d... 79640.105912: sched_wakeup: comm=rcu_sched pid=7 prio=120 success=1 target_cpu=005
         rcuos/2-10    [000] d... 79640.105918: sched_switch: prev_comm=rcuos/2 prev_pid=10 prev_prio=120 prev_state=S ==> next_comm=swapper/0 next_pid=0 next_prio=120
          <idle>-0     [000] d... 79640.106795: sched_switch: prev_comm=swapper/0 prev_pid=0 prev_prio=120 prev_state=R ==> next_comm=rcuos/0 next_pid=8 next_prio=120
         rcuos/0-8     [000] d... 79640.106797: sched_switch: prev_comm=rcuos/0 prev_pid=8 prev_prio=120 prev_state=S ==> next_comm=swapper/0 next_pid=0 next_prio=120
          <idle>-0     [000] d... 79640.108123: sched_switch: prev_comm=swapper/0 prev_pid=0 prev_prio=120 prev_state=R ==> next_comm=sh next_pid=7133 next_prio=120
           <...>-7133  [000] d... 79640.108602: sched_wakeup: comm=cut pid=7134 prio=120 success=1 target_cpu=001
           <...>-7133  [000] dNs. 79640.108648: sched_wakeup: comm=kworker/0:2 pid=6725 prio=120 success=1 target_cpu=000
           <...>-7133  [000] d... 79640.108653: sched_switch: prev_comm=uname prev_pid=7133 prev_prio=120 prev_state=R ==> next_comm=kworker/0:2 next_pid=6725 next_prio=120
     kworker/0:2-6725  [000] d... 79640.108660: sched_switch: prev_comm=kworker/0:2 prev_pid=6725 prev_prio=120 prev_state=S ==> next_comm=uname next_pid=7133 next_prio=120
           <...>-7133  [000] .... 79640.108982: sched_process_exit: comm=uname pid=7133 prio=120
           <...>-7133  [000] d... 79640.108999: sched_wakeup: comm=sh pid=7130 prio=120 success=1 target_cpu=003
           <...>-7133  [000] d... 79640.109002: sched_switch: prev_comm=uname prev_pid=7133 prev_prio=120 prev_state=x ==> next_comm=swapper/0 next_pid=0 next_prio=120
          <idle>-0     [000] d... 79640.111666: sched_switch: prev_comm=swapper/0 prev_pid=0 prev_prio=120 prev_state=R ==> next_comm=rcuos/2 next_pid=10 next_prio=120
         rcuos/2-10    [000] d... 79640.111670: sched_wakeup: comm=rcuos/3 pid=11 prio=120 success=1 target_cpu=001
         rcuos/2-10    [000] d... 79640.111675: sched_switch: prev_comm=rcuos/2 prev_pid=10 prev_prio=120 prev_state=S ==> next_comm=swapper/0 next_pid=0 next_prio=120
          <idle>-0     [000] d... 79640.111905: sched_switch: prev_comm=swapper/0 prev_pid=0 prev_prio=120 prev_state=R ==> next_comm=sh next_pid=7132 next_prio=120
           <...>-7132  [000] d... 79640.111924: sched_switch: prev_comm=sh prev_pid=7132 prev_prio=120 prev_state=S ==> next_comm=swapper/0 next_pid=0 next_prio=120
          <idle>-0     [000] d... 79640.111940: sched_switch: prev_comm=swapper/0 prev_pid=0 prev_prio=120 prev_state=R ==> next_comm=sh next_pid=7132 next_prio=120
           <...>-7132  [000] d... 79640.111948: sched_switch: prev_comm=sh prev_pid=7132 prev_prio=120 prev_state=S ==> next_comm=swapper/0 next_pid=0 next_prio=120
          <idle>-0     [000] d... 79640.111985: sched_switch: prev_comm=swapper/0 prev_pid=0 prev_prio=120 prev_state=R ==> next_comm=sh next_pid=7132 next_prio=120
           <...>-7132  [000] .... 79640.112238: sched_process_exit: comm=sh pid=7132 prio=120
           <...>-7132  [000] d... 79640.112250: sched_wakeup: comm=tmux pid=2397 prio=120 success=1 target_cpu=003
           <...>-7132  [000] d... 79640.112265: sched_switch: prev_comm=sh prev_pid=7132 prev_prio=120 prev_state=x ==> next_comm=swapper/0 next_pid=0 next_prio=120
          <idle>-0     [000] d... 79640.114666: sched_switch: prev_comm=swapper/0 prev_pid=0 prev_prio=120 prev_state=R ==> next_comm=rcuos/4 next_pid=12 next_prio=120
         rcuos/4-12    [000] d... 79640.114670: sched_switch: prev_comm=rcuos/4 prev_pid=12 prev_prio=120 prev_state=S ==> next_comm=swapper/0 next_pid=0 next_prio=120
          <idle>-0     [000] d... 79640.114675: sched_switch: prev_comm=swapper/0 prev_pid=0 prev_prio=120 prev_state=R ==> next_comm=rcuos/7 next_pid=15 next_prio=120
         rcuos/7-15    [000] d... 79640.114678: sched_switch: prev_comm=rcuos/7 prev_pid=15 prev_prio=120 prev_state=S ==> next_comm=swapper/0 next_pid=0 next_prio=120
          <idle>-0     [000] d... 79640.117656: sched_switch: prev_comm=swapper/0 prev_pid=0 prev_prio=120 prev_state=R ==> next_comm=rcu_sched next_pid=7 next_prio=120
       rcu_sched-7     [000] d... 79640.117660: sched_switch: prev_comm=rcu_sched prev_pid=7 prev_prio=120 prev_state=S ==> next_comm=swapper/0 next_pid=0 next_prio=120
          <idle>-0     [000] dNs. 79640.120655: sched_wakeup: comm=kworker/0:2 pid=6725 prio=120 success=1 target_cpu=000
          <idle>-0     [000] dNs. 79640.120657: sched_wakeup: comm=rcu_sched pid=7 prio=120 success=1 target_cpu=001
          <idle>-0     [000] d... 79640.120663: sched_switch: prev_comm=swapper/0 prev_pid=0 prev_prio=120 prev_state=R ==> next_comm=kworker/0:2 next_pid=6725 next_prio=120
     kworker/0:2-6725  [000] d... 79640.120669: sched_switch: prev_comm=kworker/0:2 prev_pid=6725 prev_prio=120 prev_state=S ==> next_comm=swapper/0 next_pid=0 next_prio=120
          <idle>-0     [000] d... 79640.126678: sched_switch: prev_comm=swapper/0 prev_pid=0 prev_prio=120 prev_state=R ==> next_comm=rcuos/4 next_pid=12 next_prio=120
         rcuos/4-12    [000] d... 79640.126682: sched_wakeup: comm=rcuos/5 pid=13 prio=120 success=1 target_cpu=003
         rcuos/4-12    [000] d... 79640.126697: sched_switch: prev_comm=rcuos/4 prev_pid=12 prev_prio=120 prev_state=S ==> next_comm=swapper/0 next_pid=0 next_prio=120
          <idle>-0     [000] d... 79640.135667: sched_switch: prev_comm=swapper/0 prev_pid=0 prev_prio=120 prev_state=R ==> next_comm=rcu_sched next_pid=7 next_prio=120
       rcu_sched-7     [000] d... 79640.135670: sched_switch: prev_comm=rcu_sched prev_pid=7 prev_prio=120 prev_state=S ==> next_comm=swapper/0 next_pid=0 next_prio=120
          <idle>-0     [000] dNs. 79640.138663: sched_wakeup: comm=kworker/0:2 pid=6725 prio=120 success=1 target_cpu=000
          <idle>-0     [000] dNs. 79640.138665: sched_wakeup: comm=rcu_sched pid=7 prio=120 success=1 target_cpu=001
          <idle>-0     [000] d... 79640.138671: sched_switch: prev_comm=swapper/0 prev_pid=0 prev_prio=120 prev_state=R ==> next_comm=kworker/0:2 next_pid=6725 next_prio=120
     kworker/0:2-6725  [000] d... 79640.138675: sched_switch: prev_comm=kworker/0:2 prev_pid=6725 prev_prio=120 prev_state=S ==> next_comm=swapper/0 next_pid=0 next_prio=120
          <idle>-0     [000] dNh. 79640.207720: sched_wakeup: comm=3on6 pid=6211 prio=120 success=1 target_cpu=000
          <idle>-0     [000] d... 79640.207723: sched_switch: prev_comm=swapper/0 prev_pid=0 prev_prio=120 prev_state=R ==> next_comm=3on6 next_pid=6211 next_prio=120
            3on6-6211  [000] .... 79640.207727: sys_nanosleep -> 0x0
            3on6-6211  [000] d... 79640.207737: sched_wakeup: comm=kworker/0:2 pid=6725 prio=120 success=1 target_cpu=000
            3on6-6211  [000] .... 79640.207749: sys_nanosleep(rqtp: 7f5fa9584d40, rmtp: 7f5fa9584d40)
            3on6-6211  [000] d... 79640.207751: sched_switch: prev_comm=3on6 prev_pid=6211 prev_prio=120 prev_state=S ==> next_comm=kworker/0:2 next_pid=6725 next_prio=120
     kworker/0:2-6725  [000] d... 79640.207756: sched_wakeup: comm=tmux pid=2397 prio=120 success=1 target_cpu=003
     kworker/0:2-6725  [000] d... 79640.207761: sched_switch: prev_comm=kworker/0:2 prev_pid=6725 prev_prio=120 prev_state=S ==> next_comm=swapper/0 next_pid=0 next_prio=120
          <idle>-0     [000] dNh. 79640.458732: sched_wakeup: comm=chrome pid=15027 prio=120 success=1 target_cpu=000
          <idle>-0     [000] d... 79640.458736: sched_switch: prev_comm=swapper/0 prev_pid=0 prev_prio=120 prev_state=R ==> next_comm=chrome next_pid=15027 next_prio=120
          chrome-15027 [000] d... 79640.458797: sched_switch: prev_comm=chrome prev_pid=15027 prev_prio=120 prev_state=S ==> next_comm=swapper/0 next_pid=0 next_prio=120
          <idle>-0     [000] d... 79640.476503: sched_switch: prev_comm=swapper/0 prev_pid=0 prev_prio=120 prev_state=R ==> next_comm=usb-storage next_pid=350 next_prio=120
     usb-storage-350   [000] d... 79640.476515: sched_switch: prev_comm=usb-storage prev_pid=350 prev_prio=120 prev_state=S ==> next_comm=swapper/0 next_pid=0 next_prio=120
          <idle>-0     [000] d... 79640.477119: sched_switch: prev_comm=swapper/0 prev_pid=0 prev_prio=120 prev_state=R ==> next_comm=usb-storage next_pid=350 next_prio=120
     usb-storage-350   [000] d... 79640.477126: sched_switch: prev_comm=usb-storage prev_pid=350 prev_prio=120 prev_state=S ==> next_comm=swapper/0 next_pid=0 next_prio=120
          <idle>-0     [000] d... 79640.477744: sched_switch: prev_comm=swapper/0 prev_pid=0 prev_prio=120 prev_state=R ==> next_comm=usb-storage next_pid=350 next_prio=120
     usb-storage-350   [000] d... 79640.477750: sched_switch: prev_comm=usb-storage prev_pid=350 prev_prio=120 prev_state=S ==> next_comm=swapper/0 next_pid=0 next_prio=120
          <idle>-0     [000] dNh. 79640.706008: sched_wakeup: comm=watchdog/0 pid=26 prio=0 success=1 target_cpu=000
          <idle>-0     [000] d... 79640.706013: sched_switch: prev_comm=swapper/0 prev_pid=0 prev_prio=120 prev_state=R ==> next_comm=watchdog/0 next_pid=26 next_prio=0
      watchdog/0-26    [000] d... 79640.706016: sched_switch: prev_comm=watchdog/0 prev_pid=26 prev_prio=0 prev_state=S ==> next_comm=swapper/0 next_pid=0 next_prio=120
          <idle>-0     [000] d... 79640.886565: sched_switch: prev_comm=swapper/0 prev_pid=0 prev_prio=120 prev_state=R ==> next_comm=chrome next_pid=15027 next_prio=120
          chrome-15027 [000] d... 79640.886737: sched_wakeup: comm=Chrome_IOThread pid=15064 prio=120 success=1 target_cpu=002
          chrome-15027 [000] d... 79640.886779: sched_switch: prev_comm=chrome prev_pid=15027 prev_prio=120 prev_state=S ==> next_comm=swapper/0 next_pid=0 next_prio=120
          <idle>-0     [000] dNh. 79640.959898: sched_wakeup: comm=chrome pid=15027 prio=120 success=1 target_cpu=000
          <idle>-0     [000] d... 79640.959902: sched_switch: prev_comm=swapper/0 prev_pid=0 prev_prio=120 prev_state=R ==> next_comm=chrome next_pid=15027 next_prio=120
          chrome-15027 [000] d... 79640.959947: sched_switch: prev_comm=chrome prev_pid=15027 prev_prio=120 prev_state=S ==> next_comm=swapper/0 next_pid=0 next_prio=120
          <idle>-0     [000] dNh. 79641.104277: sched_wakeup: comm=gmain pid=20788 prio=120 success=1 target_cpu=000
          <idle>-0     [000] d... 79641.104282: sched_switch: prev_comm=swapper/0 prev_pid=0 prev_prio=120 prev_state=R ==> next_comm=gmain next_pid=20788 next_prio=120
           <...>-20788 [000] d... 79641.104303: sched_switch: prev_comm=gmain prev_pid=20788 prev_prio=120 prev_state=S ==> next_comm=swapper/0 next_pid=0 next_prio=120
          <idle>-0     [000] d... 79641.110261: sched_switch: prev_comm=swapper/0 prev_pid=0 prev_prio=120 prev_state=R ==> next_comm=rcu_sched next_pid=7 next_prio=120
       rcu_sched-7     [000] d... 79641.110269: sched_switch: prev_comm=rcu_sched prev_pid=7 prev_prio=120 prev_state=S ==> next_comm=swapper/0 next_pid=0 next_prio=120
          <idle>-0     [000] d... 79641.110456: sched_switch: prev_comm=swapper/0 prev_pid=0 prev_prio=120 prev_state=R ==> next_comm=sshd next_pid=25954 next_prio=120
           <...>-25954 [000] d... 79641.110525: sched_switch: prev_comm=sshd prev_pid=25954 prev_prio=120 prev_state=S ==> next_comm=swapper/0 next_pid=0 next_prio=120
          <idle>-0     [000] d... 79641.110691: sched_switch: prev_comm=swapper/0 prev_pid=0 prev_prio=120 prev_state=R ==> next_comm=sh next_pid=7138 next_prio=120
           <...>-7138  [000] d... 79641.110705: sched_switch: prev_comm=sh prev_pid=7138 prev_prio=120 prev_state=S ==> next_comm=swapper/0 next_pid=0 next_prio=120
          <idle>-0     [000] d... 79641.110942: sched_switch: prev_comm=swapper/0 prev_pid=0 prev_prio=120 prev_state=R ==> next_comm=sh next_pid=7138 next_prio=120
           <...>-7138  [000] .... 79641.111203: sched_process_exit: comm=sh pid=7138 prio=120
           <...>-7138  [000] d... 79641.111229: sched_switch: prev_comm=sh prev_pid=7138 prev_prio=120 prev_state=x ==> next_comm=swapper/0 next_pid=0 next_prio=120
          <idle>-0     [000] dNs. 79641.113253: sched_wakeup: comm=kworker/0:2 pid=6725 prio=120 success=1 target_cpu=000
          <idle>-0     [000] dNs. 79641.113261: sched_wakeup: comm=rcu_sched pid=7 prio=120 success=1 target_cpu=001
          <idle>-0     [000] d... 79641.113265: sched_switch: prev_comm=swapper/0 prev_pid=0 prev_prio=120 prev_state=R ==> next_comm=kworker/0:2 next_pid=6725 next_prio=120
     kworker/0:2-6725  [000] d... 79641.113271: sched_switch: prev_comm=kworker/0:2 prev_pid=6725 prev_prio=120 prev_state=S ==> next_comm=swapper/0 next_pid=0 next_prio=120
          <idle>-0     [000] d... 79641.113617: sched_switch: prev_comm=swapper/0 prev_pid=0 prev_prio=120 prev_state=R ==> next_comm=sh next_pid=7140 next_prio=120
           <...>-7140  [000] d... 79641.113640: sched_switch: prev_comm=sh prev_pid=7140 prev_prio=120 prev_state=S ==> next_comm=swapper/0 next_pid=0 next_prio=120
          <idle>-0     [000] d... 79641.113698: sched_switch: prev_comm=swapper/0 prev_pid=0 prev_prio=120 prev_state=R ==> next_comm=sh next_pid=7140 next_prio=120
           <...>-7140  [000] .... 79641.113967: sched_process_exit: comm=sh pid=7140 prio=120
           <...>-7140  [000] d... 79641.113979: sched_wakeup: comm=tmux pid=2397 prio=120 success=1 target_cpu=003
           <...>-7140  [000] d... 79641.113994: sched_switch: prev_comm=sh prev_pid=7140 prev_prio=120 prev_state=x ==> next_comm=swapper/0 next_pid=0 next_prio=120
          <idle>-0     [000] d... 79641.119279: sched_switch: prev_comm=swapper/0 prev_pid=0 prev_prio=120 prev_state=R ==> next_comm=rcuos/6 next_pid=14 next_prio=120
         rcuos/6-14    [000] d... 79641.119284: sched_wakeup: comm=rcuos/7 pid=15 prio=120 success=1 target_cpu=001
         rcuos/6-14    [000] d... 79641.119287: sched_switch: prev_comm=rcuos/6 prev_pid=14 prev_prio=120 prev_state=S ==> next_comm=swapper/0 next_pid=0 next_prio=120
          <idle>-0     [000] d... 79641.128267: sched_switch: prev_comm=swapper/0 prev_pid=0 prev_prio=120 prev_state=R ==> next_comm=rcu_sched next_pid=7 next_prio=120
       rcu_sched-7     [000] d... 79641.128271: sched_switch: prev_comm=rcu_sched prev_pid=7 prev_prio=120 prev_state=S ==> next_comm=swapper/0 next_pid=0 next_prio=120
